date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:20:39	2506/2506	---MCZ	200	added ('OK')	text/xml	date:Tue,%2024%20Jun%202025%2015:50:38%20GMT	https://navdemo1/demo/angio/demo1/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnavdemo1%2Fdemo%2Fangio%2Fdemo1%2Fhome-albums-slider-2%2F&format=xml	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/wp-json/oembed/1.0/embed1cf1	(from https://navdemo1/demo/angio/demo1/home-albums-slider-2/)
21:20:41	1545/1545	---MCZ	200	added ('OK')	application/json	date:Tue,%2024%20Jun%202025%2015:50:41%20GMT	https://navdemo1/demo/angio/demo1/wp-json/wp/v2/pages/443	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/wp-json/wp/v2/pages/443.json	(from https://navdemo1/demo/angio/demo1/layouts/)
21:20:43	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2024%20Jun%202025%2015:50:43%20GMT	https://navdemo1/demo/angio/demo1/?p=443	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/indexe0b1.html	(from https://navdemo1/demo/angio/demo1/layouts/)
21:20:43	2248/2248	---MCZ	200	added ('OK')	application/json	date:Tue,%2024%20Jun%202025%2015:50:43%20GMT	https://navdemo1/demo/angio/demo1/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnavdemo1%2Fdemo%2Fangio%2Fdemo1%2Flayouts%2F	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/wp-json/oembed/1.0/embede2c0.json	(from https://navdemo1/demo/angio/demo1/layouts/)
21:20:45	2393/2393	---MCZ	200	added ('OK')	text/xml	date:Tue,%2024%20Jun%202025%2015:50:45%20GMT	https://navdemo1/demo/angio/demo1/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnavdemo1%2Fdemo%2Fangio%2Fdemo1%2Flayouts%2F&format=xml	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/wp-json/oembed/1.0/embed42c9	(from https://navdemo1/demo/angio/demo1/layouts/)
21:20:46	179/179	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226746309c-b3%22	https://navdemo1/demo/angio/demo1/wp-content/plugins/woocommerce/assets/js/frontend/account-i18n.min.js?ver=9.4.2	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/wp-content/plugins/woocommerce/assets/js/frontend/account-i18n.minea26.js	(from https://navdemo1/demo/angio/demo1/my-account/)
21:20:48	1622/1622	---MCZ	200	added ('OK')	application/json	date:Tue,%2024%20Jun%202025%2015:50:47%20GMT	https://navdemo1/demo/angio/demo1/wp-json/wp/v2/pages/1084	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/wp-json/wp/v2/pages/1084.json	(from https://navdemo1/demo/angio/demo1/my-account/)
21:20:50	2263/2263	---MCZ	200	added ('OK')	application/json	date:Tue,%2024%20Jun%202025%2015:50:49%20GMT	https://navdemo1/demo/angio/demo1/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnavdemo1%2Fdemo%2Fangio%2Fdemo1%2Fmy-account%2F	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/wp-json/oembed/1.0/embed3096.json	(from https://navdemo1/demo/angio/demo1/my-account/)
21:20:50	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2024%20Jun%202025%2015:50:50%20GMT	https://navdemo1/demo/angio/demo1/?p=1084	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/index8e49.html	(from https://navdemo1/demo/angio/demo1/my-account/)
21:20:51	2408/2408	---MCZ	200	added ('OK')	text/xml	date:Tue,%2024%20Jun%202025%2015:50:51%20GMT	https://navdemo1/demo/angio/demo1/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnavdemo1%2Fdemo%2Fangio%2Fdemo1%2Fmy-account%2F&format=xml	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/wp-json/oembed/1.0/embede5e3	(from https://navdemo1/demo/angio/demo1/my-account/)
21:20:53	790/790	---MC-	200	added ('OK')	application/rss+xml	etag:%22679a0723c14b8cf4b17318a2f9c72dfd%22	https://navdemo1/demo/angio/demo1/privacy-policy-2/feed/	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/privacy-policy-2/feed/index.html	(from https://navdemo1/demo/angio/demo1/privacy-policy-2/)
21:20:53	6465/6465	---MCZ	200	added ('OK')	application/json	date:Tue,%2024%20Jun%202025%2015:50:53%20GMT	https://navdemo1/demo/angio/demo1/wp-json/wp/v2/pages/1025	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/wp-json/wp/v2/pages/1025.json	(from https://navdemo1/demo/angio/demo1/privacy-policy-2/)
21:20:53	65087/65087	---MCZ	200	added ('OK')	text/html	date:Tue,%2024%20Jun%202025%2015:50:53%20GMT	https://navdemo1/demo/angio/demo1/my-account/lost-password/	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/my-account/lost-password/index.html	(from https://navdemo1/demo/angio/demo1/my-account/)
21:20:55	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2024%20Jun%202025%2015:50:55%20GMT	https://navdemo1/demo/angio/demo1/?p=1025	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/index0c42.html	(from https://navdemo1/demo/angio/demo1/privacy-policy-2/)
21:20:55	2287/2287	---MCZ	200	added ('OK')	application/json	date:Tue,%2024%20Jun%202025%2015:50:55%20GMT	https://navdemo1/demo/angio/demo1/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnavdemo1%2Fdemo%2Fangio%2Fdemo1%2Fprivacy-policy-2%2F	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/wp-json/oembed/1.0/embed2c51.json	(from https://navdemo1/demo/angio/demo1/privacy-policy-2/)
21:20:57	2432/2432	---MCZ	200	added ('OK')	text/xml	date:Tue,%2024%20Jun%202025%2015:50:57%20GMT	https://navdemo1/demo/angio/demo1/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnavdemo1%2Fdemo%2Fangio%2Fdemo1%2Fprivacy-policy-2%2F&format=xml	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/wp-json/oembed/1.0/embed6212	(from https://navdemo1/demo/angio/demo1/privacy-policy-2/)
21:20:59	3087/3087	---MCZ	200	added ('OK')	application/json	date:Tue,%2024%20Jun%202025%2015:50:59%20GMT	https://navdemo1/demo/angio/demo1/wp-json/wp/v2/pages/2	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/wp-json/wp/v2/pages/2.json	(from https://navdemo1/demo/angio/demo1/sample-page/)
21:20:59	782/782	---MC-	200	added ('OK')	application/rss+xml	etag:%22679a0723c14b8cf4b17318a2f9c72dfd%22	https://navdemo1/demo/angio/demo1/sample-page/feed/	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/sample-page/feed/index.html	(from https://navdemo1/demo/angio/demo1/sample-page/)
21:21:02	2413/2413	---MCZ	200	added ('OK')	text/xml	date:Tue,%2024%20Jun%202025%2015:51:01%20GMT	https://navdemo1/demo/angio/demo1/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnavdemo1%2Fdemo%2Fangio%2Fdemo1%2Fsample-page%2F&format=xml	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/wp-json/oembed/1.0/embedec9f	(from https://navdemo1/demo/angio/demo1/sample-page/)
21:21:02	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2024%20Jun%202025%2015:51:02%20GMT	https://navdemo1/demo/angio/demo1/?p=2	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/index905b.html	(from https://navdemo1/demo/angio/demo1/sample-page/)
21:21:04	60343/60343	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2024%20Jun%202025%2015:51:03%20GMT	https://navdemo1/demo/angio/demo1/album/space-trap/feed/	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/album/space-trap/feed/index.html	(from https://navdemo1/demo/angio/demo1/album/space-trap/)
21:21:04	3387/3387	---MCZ	200	added ('OK')	application/json	date:Tue,%2024%20Jun%202025%2015:51:04%20GMT	https://navdemo1/demo/angio/demo1/wp-json/wp/v2/angio_albums/257	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/wp-json/wp/v2/angio_albums/257.json	(from https://navdemo1/demo/angio/demo1/album/space-trap/)
21:21:05	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2024%20Jun%202025%2015:51:05%20GMT	https://navdemo1/demo/angio/demo1/wp-admin/	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/wp-admin/index.html	(from https://navdemo1/demo/angio/demo1/sample-page/)
21:21:06	2429/2429	---MCZ	200	added ('OK')	application/json	date:Tue,%2024%20Jun%202025%2015:51:06%20GMT	https://navdemo1/demo/angio/demo1/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnavdemo1%2Fdemo%2Fangio%2Fdemo1%2Falbum%2Fspace-trap%2F	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/wp-json/oembed/1.0/embed7bc3.json	(from https://navdemo1/demo/angio/demo1/album/space-trap/)
21:21:06	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2024%20Jun%202025%2015:51:06%20GMT	https://navdemo1/demo/angio/demo1/?p=257	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/index548d.html	(from https://navdemo1/demo/angio/demo1/album/space-trap/)
21:21:08	2607/2607	---MCZ	200	added ('OK')	text/xml	date:Tue,%2024%20Jun%202025%2015:51:08%20GMT	https://navdemo1/demo/angio/demo1/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnavdemo1%2Fdemo%2Fangio%2Fdemo1%2Falbum%2Fspace-trap%2F&format=xml	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/wp-json/oembed/1.0/embedaa50	(from https://navdemo1/demo/angio/demo1/album/space-trap/)
21:21:09	196813/196813	---M--	200	added ('OK')	image/jpeg	etag:%226746306a-300cd%22	https://navdemo1/demo/angio/demo1/wp-content/uploads/2020/02/hd-album6-bg.jpg	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/wp-content/uploads/2020/02/hd-album6-bg.jpg	(from https://navdemo1/demo/angio/demo1/album/space-trap/)
21:21:10	2409/2409	---MCZ	200	added ('OK')	text/xml	date:Tue,%2024%20Jun%202025%2015:51:10%20GMT	https://navdemo1/demo/angio/demo1/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnavdemo1%2Fdemo%2Fangio%2Fdemo1%2Fbeats%2Fbeats-grid-2%2F&format=xml	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/wp-json/oembed/1.0/embed4ae2	(from https://navdemo1/demo/angio/demo1/beats/beats-grid-2/)
21:21:10	1702/1702	---MCZ	200	added ('OK')	application/json	date:Tue,%2024%20Jun%202025%2015:51:10%20GMT	https://navdemo1/demo/angio/demo1/wp-json/wp/v2/pages/596	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/wp-json/wp/v2/pages/596	(from https://navdemo1/demo/angio/demo1/beats/beats-horizontal/)
21:21:11	2284/2284	---MCZ	200	added ('OK')	application/json	date:Tue,%2024%20Jun%202025%2015:51:11%20GMT	https://navdemo1/demo/angio/demo1/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnavdemo1%2Fdemo%2Fangio%2Fdemo1%2Fdates-horizontal%2Fdates-list%2F	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/wp-json/oembed/1.0/embed8ded	(from https://navdemo1/demo/angio/demo1/dates-horizontal/dates-list/)
21:21:12	4139/4139	---MCZ	200	added ('OK')	application/json	date:Tue,%2024%20Jun%202025%2015:51:12%20GMT	https://navdemo1/demo/angio/demo1/wp-json/wp/v2/angio_events/215	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/wp-json/wp/v2/angio_events/215.json	(from https://navdemo1/demo/angio/demo1/event/fabric-ricardo-el-sonido-2/)
21:21:12	60343/60343	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2024%20Jun%202025%2015:51:12%20GMT	https://navdemo1/demo/angio/demo1/event/fabric-ricardo-el-sonido-2/feed/	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/event/fabric-ricardo-el-sonido-2/feed/index.html	(from https://navdemo1/demo/angio/demo1/event/fabric-ricardo-el-sonido-2/)
21:21:14	2471/2471	---MCZ	200	added ('OK')	application/json	date:Tue,%2024%20Jun%202025%2015:51:14%20GMT	https://navdemo1/demo/angio/demo1/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnavdemo1%2Fdemo%2Fangio%2Fdemo1%2Fevent%2Ffabric-ricardo-el-sonido-2%2F	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/wp-json/oembed/1.0/embeddd3f.json	(from https://navdemo1/demo/angio/demo1/event/fabric-ricardo-el-sonido-2/)
21:21:14	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2024%20Jun%202025%2015:51:14%20GMT	https://navdemo1/demo/angio/demo1/?p=215	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/indexd7c9.html	(from https://navdemo1/demo/angio/demo1/event/fabric-ricardo-el-sonido-2/)
21:21:15	53132/53132	---M--	200	added ('OK')	image/jpeg	etag:%226746306a-cf8c%22	https://navdemo1/demo/angio/demo1/wp-content/uploads/2020/08/hd1-1024x576.jpg	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/wp-content/uploads/2020/08/hd1-1024x576.jpg	(from https://navdemo1/demo/angio/demo1/event/fabric-ricardo-el-sonido-2/)
21:21:18	4109/4109	---MCZ	200	added ('OK')	application/json	date:Tue,%2024%20Jun%202025%2015:51:17%20GMT	https://navdemo1/demo/angio/demo1/wp-json/wp/v2/angio_events/202	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/wp-json/wp/v2/angio_events/202.json	(from https://navdemo1/demo/angio/demo1/event/the-neon-club/)
21:21:18	60343/60343	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2024%20Jun%202025%2015:51:18%20GMT	https://navdemo1/demo/angio/demo1/event/the-neon-club/feed/	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/event/the-neon-club/feed/index.html	(from https://navdemo1/demo/angio/demo1/event/the-neon-club/)
21:21:21	2620/2620	---MCZ	200	added ('OK')	text/xml	date:Tue,%2024%20Jun%202025%2015:51:20%20GMT	https://navdemo1/demo/angio/demo1/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnavdemo1%2Fdemo%2Fangio%2Fdemo1%2Fevent%2Fthe-neon-club%2F&format=xml	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/wp-json/oembed/1.0/embed801c	(from https://navdemo1/demo/angio/demo1/event/the-neon-club/)
21:21:21	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2024%20Jun%202025%2015:51:21%20GMT	https://navdemo1/demo/angio/demo1/?p=202	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/index6452.html	(from https://navdemo1/demo/angio/demo1/event/the-neon-club/)
21:21:23	4106/4106	---MCZ	200	added ('OK')	application/json	date:Tue,%2024%20Jun%202025%2015:51:23%20GMT	https://navdemo1/demo/angio/demo1/wp-json/wp/v2/angio_events/198	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/wp-json/wp/v2/angio_events/198.json	(from https://navdemo1/demo/angio/demo1/event/color-party/)
21:21:23	60343/60343	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2024%20Jun%202025%2015:51:23%20GMT	https://navdemo1/demo/angio/demo1/event/color-party/feed/	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/event/color-party/feed/index.html	(from https://navdemo1/demo/angio/demo1/event/color-party/)
21:21:25	2434/2434	---MCZ	200	added ('OK')	application/json	date:Tue,%2024%20Jun%202025%2015:51:25%20GMT	https://navdemo1/demo/angio/demo1/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnavdemo1%2Fdemo%2Fangio%2Fdemo1%2Fevent%2Fcolor-party%2F	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/wp-json/oembed/1.0/embedca9b.json	(from https://navdemo1/demo/angio/demo1/event/color-party/)
21:21:25	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2024%20Jun%202025%2015:51:25%20GMT	https://navdemo1/demo/angio/demo1/?p=198	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/indexd1c3.html	(from https://navdemo1/demo/angio/demo1/event/color-party/)
21:21:27	2612/2612	---MCZ	200	added ('OK')	text/xml	date:Tue,%2024%20Jun%202025%2015:51:27%20GMT	https://navdemo1/demo/angio/demo1/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnavdemo1%2Fdemo%2Fangio%2Fdemo1%2Fevent%2Fcolor-party%2F&format=xml	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/wp-json/oembed/1.0/embeded87	(from https://navdemo1/demo/angio/demo1/event/color-party/)
21:21:27	51426/51426	---M--	200	added ('OK')	image/jpeg	etag:%2267463069-c8e2%22	https://navdemo1/demo/angio/demo1/wp-content/uploads/2020/09/hd5-1024x576.jpg	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/wp-content/uploads/2020/09/hd5-1024x576.jpg	(from https://navdemo1/demo/angio/demo1/event/color-party/)
21:21:30	4119/4119	---MCZ	200	added ('OK')	application/json	date:Tue,%2024%20Jun%202025%2015:51:29%20GMT	https://navdemo1/demo/angio/demo1/wp-json/wp/v2/angio_events/205	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/wp-json/wp/v2/angio_events/205.json	(from https://navdemo1/demo/angio/demo1/event/narcoza-festival/)
21:21:33	2635/2635	---MCZ	200	added ('OK')	text/xml	date:Tue,%2024%20Jun%202025%2015:51:32%20GMT	https://navdemo1/demo/angio/demo1/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnavdemo1%2Fdemo%2Fangio%2Fdemo1%2Fevent%2Fnarcoza-festival%2F&format=xml	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/wp-json/oembed/1.0/embede166	(from https://navdemo1/demo/angio/demo1/event/narcoza-festival/)
21:21:35	60343/60343	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2024%20Jun%202025%2015:51:35%20GMT	https://navdemo1/demo/angio/demo1/event/modern-city/feed/	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/event/modern-city/feed/index.html	(from https://navdemo1/demo/angio/demo1/event/modern-city/)
21:21:36	3958/3958	---MCZ	200	added ('OK')	application/json	date:Tue,%2024%20Jun%202025%2015:51:35%20GMT	https://navdemo1/demo/angio/demo1/wp-json/wp/v2/angio_events/212	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/wp-json/wp/v2/angio_events/212.json	(from https://navdemo1/demo/angio/demo1/event/modern-city/)
21:21:37	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2024%20Jun%202025%2015:51:37%20GMT	https://navdemo1/demo/angio/demo1/?p=212	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/index905c.html	(from https://navdemo1/demo/angio/demo1/event/modern-city/)
21:21:39	2610/2610	---MCZ	200	added ('OK')	text/xml	date:Tue,%2024%20Jun%202025%2015:51:38%20GMT	https://navdemo1/demo/angio/demo1/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnavdemo1%2Fdemo%2Fangio%2Fdemo1%2Fevent%2Fmodern-city%2F&format=xml	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/wp-json/oembed/1.0/embedea53	(from https://navdemo1/demo/angio/demo1/event/modern-city/)
21:21:40	3979/3979	---MCZ	200	added ('OK')	application/json	date:Tue,%2024%20Jun%202025%2015:51:40%20GMT	https://navdemo1/demo/angio/demo1/wp-json/wp/v2/angio_events/156	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/wp-json/wp/v2/angio_events/156.json	(from https://navdemo1/demo/angio/demo1/event/retrowave-festival/)
21:21:41	60343/60343	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2024%20Jun%202025%2015:51:41%20GMT	https://navdemo1/demo/angio/demo1/event/retrowave-festival/feed/	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/event/retrowave-festival/feed/index.html	(from https://navdemo1/demo/angio/demo1/event/retrowave-festival/)
21:21:42	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2024%20Jun%202025%2015:51:42%20GMT	https://navdemo1/demo/angio/demo1/?p=156	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/indexd1a7.html	(from https://navdemo1/demo/angio/demo1/event/retrowave-festival/)
21:21:42	2467/2467	---MCZ	200	added ('OK')	application/json	date:Tue,%2024%20Jun%202025%2015:51:42%20GMT	https://navdemo1/demo/angio/demo1/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnavdemo1%2Fdemo%2Fangio%2Fdemo1%2Fevent%2Fretrowave-festival%2F	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/wp-json/oembed/1.0/embedcd6e.json	(from https://navdemo1/demo/angio/demo1/event/retrowave-festival/)
21:21:44	2645/2645	---MCZ	200	added ('OK')	text/xml	date:Tue,%2024%20Jun%202025%2015:51:44%20GMT	https://navdemo1/demo/angio/demo1/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnavdemo1%2Fdemo%2Fangio%2Fdemo1%2Fevent%2Fretrowave-festival%2F&format=xml	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/wp-json/oembed/1.0/embeda343	(from https://navdemo1/demo/angio/demo1/event/retrowave-festival/)
21:21:45	91897/91897	---M--	200	added ('OK')	image/jpeg	etag:%2267463069-166f9%22	https://navdemo1/demo/angio/demo1/wp-content/uploads/2020/08/hd2-1024x576.jpg	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/wp-content/uploads/2020/08/hd2-1024x576.jpg	(from https://navdemo1/demo/angio/demo1/event/retrowave-festival/)
21:21:47	3635/3635	---MCZ	200	added ('OK')	application/json	date:Tue,%2024%20Jun%202025%2015:51:46%20GMT	https://navdemo1/demo/angio/demo1/wp-json/wp/v2/angio_events/209	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/wp-json/wp/v2/angio_events/209.json	(from https://navdemo1/demo/angio/demo1/event/fabric-ricardo-el-sonido/)
21:21:47	60343/60343	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2024%20Jun%202025%2015:51:47%20GMT	https://navdemo1/demo/angio/demo1/event/fabric-ricardo-el-sonido/feed/	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/event/fabric-ricardo-el-sonido/feed/index.html	(from https://navdemo1/demo/angio/demo1/event/fabric-ricardo-el-sonido/)
21:21:51	2642/2642	---MCZ	200	added ('OK')	text/xml	date:Tue,%2024%20Jun%202025%2015:51:49%20GMT	https://navdemo1/demo/angio/demo1/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnavdemo1%2Fdemo%2Fangio%2Fdemo1%2Fevent%2Ffabric-ricardo-el-sonido%2F&format=xml	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/wp-json/oembed/1.0/embeda47e	(from https://navdemo1/demo/angio/demo1/event/fabric-ricardo-el-sonido/)
21:21:53	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2024%20Jun%202025%2015:51:50%20GMT	https://navdemo1/demo/angio/demo1/?p=209	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/index4e6a.html	(from https://navdemo1/demo/angio/demo1/event/fabric-ricardo-el-sonido/)
21:21:53	78980/78980	---MCZ	200	added ('OK')	text/html	date:Tue,%2024%20Jun%202025%2015:51:52%20GMT	https://navdemo1/demo/angio/demo1/end-of-year-mixtape/	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/end-of-year-mixtape/index.html	(from https://navdemo1/demo/angio/demo1/dates-horizontal/dates-list/)
21:21:53	79251/79251	---MCZ	200	added ('OK')	text/html	date:Tue,%2024%20Jun%202025%2015:51:52%20GMT	https://navdemo1/demo/angio/demo1/new-york-style/	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/new-york-style/index.html	(from https://navdemo1/demo/angio/demo1/dates-horizontal/dates-list/)
21:21:54	78742/78742	---MCZ	200	added ('OK')	text/html	date:Tue,%2024%20Jun%202025%2015:51:52%20GMT	https://navdemo1/demo/angio/demo1/best-sneakers-for-man/	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/best-sneakers-for-man/index.html	(from https://navdemo1/demo/angio/demo1/dates-horizontal/dates-list/)
21:21:55	844/844	---MC-	200	added ('OK')	application/rss+xml	etag:%22679a0723c14b8cf4b17318a2f9c72dfd%22	https://navdemo1/demo/angio/demo1/black-and-orange-wireless-headset/feed/	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/black-and-orange-wireless-headset/feed/index.html	(from https://navdemo1/demo/angio/demo1/black-and-orange-wireless-headset/)
21:21:56	2477/2477	---MCZ	200	added ('OK')	application/json	date:Tue,%2024%20Jun%202025%2015:51:55%20GMT	https://navdemo1/demo/angio/demo1/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnavdemo1%2Fdemo%2Fangio%2Fdemo1%2Fblack-and-orange-wireless-headset%2F	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/wp-json/oembed/1.0/embed27e2.json	(from https://navdemo1/demo/angio/demo1/black-and-orange-wireless-headset/)
21:21:56	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2024%20Jun%202025%2015:51:56%20GMT	https://navdemo1/demo/angio/demo1/?p=98	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/indexb6ad.html	(from https://navdemo1/demo/angio/demo1/black-and-orange-wireless-headset/)
21:21:58	2657/2657	---MCZ	200	added ('OK')	text/xml	date:Tue,%2024%20Jun%202025%2015:51:57%20GMT	https://navdemo1/demo/angio/demo1/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnavdemo1%2Fdemo%2Fangio%2Fdemo1%2Fblack-and-orange-wireless-headset%2F&format=xml	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/wp-json/oembed/1.0/embedfc90	(from https://navdemo1/demo/angio/demo1/black-and-orange-wireless-headset/)
21:21:59	4081/4081	---MC-	200	added ('OK')	application/rss+xml	etag:%22679a0723c14b8cf4b17318a2f9c72dfd%22	https://navdemo1/demo/angio/demo1/music-video-blocks/feed/	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/music-video-blocks/feed/index.html	(from https://navdemo1/demo/angio/demo1/music-video-blocks/)
21:21:59	4950/4950	---MCZ	200	added ('OK')	application/json	date:Tue,%2024%20Jun%202025%2015:51:59%20GMT	https://navdemo1/demo/angio/demo1/wp-json/wp/v2/posts/8	/home/ki/Desktop/websites/angio/angio/navdemo1/demo/angio/demo1/wp-json/wp/v2/posts/8.json	(from https://navdemo1/demo/angio/demo1/music-video-blocks/)
